7.997089809148282491e+00,2.209733479827175273e+01,1.925000000000000044e+00,2.125000000000000000e+00
7.788428005452720626e+00,2.205744306285642509e+01,1.925000000000000044e+00,2.125000000000000000e+00
7.573303863193055818e+00,2.202549214886952456e+01,1.950000000000000178e+00,2.050000000000000266e+00
7.352610494336341063e+00,2.199986117439161859e+01,2.000000000000000000e+00,2.000000000000000000e+00
7.127238876426458702e+00,2.197895326545185668e+01,2.000000000000000000e+00,2.000000000000000000e+00
6.898762107299232227e+00,2.196124118590487484e+01,2.000000000000000000e+00,2.000000000000000000e+00
6.667875245164426978e+00,2.194529390070375285e+01,2.050000000000000266e+00,1.950000000000000178e+00
6.435380737380275384e+00,2.192845212357359586e+01,2.050000000000000266e+00,1.950000000000000178e+00
6.202158532865508889e+00,2.190899164031014834e+01,2.050000000000000266e+00,1.950000000000000178e+00
5.969940135615905419e+00,2.188541800312420804e+01,2.100000000000000089e+00,1.900000000000000133e+00
5.739841801671053290e+00,2.185615213751736974e+01,2.100000000000000089e+00,1.900000000000000133e+00
5.513373843207948433e+00,2.181956745992666313e+01,2.175000000000000266e+00,1.875000000000000000e+00
5.292806026348489290e+00,2.177404713264091640e+01,2.250000000000000000e+00,1.825000000000000178e+00
5.079691752666346538e+00,2.171806027062557476e+01,2.325000000000000178e+00,1.800000000000000044e+00
4.875600682889053239e+00,2.165025121906504779e+01,2.450000000000000178e+00,1.800000000000000044e+00
4.682039712998061098e+00,2.156953147539434212e+01,2.625000000000000000e+00,1.750000000000000000e+00
4.500362210038039379e+00,2.147516093546450833e+01,3.000000000000000000e+00,1.800000000000000044e+00
4.331672490752977112e+00,2.133319099015814757e+01,3.100000000000000089e+00,1.825000000000000178e+00
4.176736424809239345e+00,2.116893902053199028e+01,2.500000000000000000e+00,1.950000000000000178e+00
4.069531315132710603e+00,2.099132834508011669e+01,2.125000000000000000e+00,2.125000000000000000e+00
3.984768864050843629e+00,2.080123590028028602e+01,1.925000000000000044e+00,2.250000000000000000e+00
3.913548062686774909e+00,2.059981478088800699e+01,1.825000000000000178e+00,1.950000000000000178e+00
3.855605133443372523e+00,2.038839665049959393e+01,1.725000000000000089e+00,1.625000000000000000e+00
3.810459312734579385e+00,2.016839181024955963e+01,1.675000000000000044e+00,1.400000000000000133e+00
3.775688151422825545e+00,1.994119949841866557e+01,1.600000000000000089e+00,1.450000000000000178e+00
3.749372048977574146e+00,1.970813712437560028e+01,1.550000000000000044e+00,7.375000000000000000e+00
3.730723099602330173e+00,1.947039240422263973e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.718311190249810494e+00,1.922899801972124223e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.710771743548207269e+00,1.898535513768185012e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.706849222416597200e+00,1.874012046408979515e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.704900199137749706e+00,1.849370359148865361e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.704050156730289700e+00,1.824647072725423413e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.728963689746218613e+00,1.799875179835792594e+01,1.550000000000000044e+00,7.400000000000000355e+00
3.770862105752124549e+00,1.775085209500127092e+01,1.600000000000000089e+00,7.300000000000000711e+00
3.745544860500813478e+00,1.750306626164177715e+01,1.550000000000000044e+00,7.400000000000000355e+00
3.703516683096063744e+00,1.725569307968989463e+01,1.550000000000000044e+00,7.375000000000000000e+00
3.703911098367608901e+00,1.700904941776705215e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.705195913485220593e+00,1.676348179322856069e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.707996509419415165e+00,1.651937418745819741e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.713828480511150332e+00,1.627734351752198450e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.724004759003655352e+00,1.603853353492091927e+01,1.550000000000000044e+00,7.350000000000000533e+00
3.739817281155448647e+00,1.580401070169028088e+01,1.550000000000000044e+00,7.375000000000000000e+00
3.762623624282765533e+00,1.557483762054520682e+01,1.600000000000000089e+00,1.400000000000000133e+00
3.793405695761876473e+00,1.535217656223374227e+01,1.600000000000000089e+00,1.400000000000000133e+00
3.833387020134636725e+00,1.513723861896860789e+01,1.675000000000000044e+00,1.775000000000000133e+00
3.885052168406179618e+00,1.493121070159428498e+01,1.750000000000000000e+00,2.075000000000000178e+00
3.949429866864310856e+00,1.473516444991592067e+01,1.850000000000000089e+00,2.250000000000000000e+00
4.026305555928582969e+00,1.454995581536244842e+01,2.024999999999999911e+00,2.325000000000000178e+00
4.116080652196476564e+00,1.437612803115112925e+01,2.350000000000000089e+00,2.000000000000000000e+00
4.252312475524583135e+00,1.422163134756392644e+01,2.925000000000000266e+00,1.750000000000000000e+00
4.409238423080694247e+00,1.410230000463963407e+01,2.475000000000000089e+00,1.675000000000000044e+00
4.577027987066561110e+00,1.400003956322533227e+01,2.225000000000000089e+00,1.725000000000000089e+00
4.753445490729656164e+00,1.390461953219767111e+01,2.075000000000000178e+00,1.775000000000000133e+00
4.936200074490323608e+00,1.381376762299081307e+01,1.925000000000000044e+00,1.875000000000000000e+00
5.122653726196213952e+00,1.372491755232238830e+01,1.825000000000000178e+00,1.975000000000000089e+00
5.309942046757073264e+00,1.363538540914261787e+01,1.700000000000000178e+00,2.100000000000000089e+00
5.495100462680047926e+00,1.354256697793372410e+01,1.625000000000000000e+00,2.250000000000000000e+00
5.675213204894288488e+00,1.344412957628003369e+01,1.550000000000000044e+00,2.400000000000000355e+00
