-5.080000,5.570000
-5.180000,5.370000
-5.230000,5.170000
-5.280000,4.920000
-5.330000,4.720000
-5.330000,4.470000
-5.380000,4.220000
-5.430000,3.970000
-5.430000,3.720000
-5.480000,3.520000
-5.530000,3.270000
-5.530000,3.020000
-5.580000,2.820000
-5.630000,2.570000
-5.630000,2.320000
-5.680000,2.070000
-5.730000,1.870000
-5.730000,1.620000
-5.780000,1.370000
-5.780000,1.120000
-5.830000,0.920000
-5.880000,0.670000
-5.880000,0.420000
-5.930000,0.220000
-5.980000,-0.030000
-5.980000,-0.280000
-5.980000,-0.530000
-5.930000,-0.730000
-5.680000,-0.780000
-5.430000,-0.780000
-5.230000,-0.830000
-4.980000,-0.880000
-4.780000,-0.880000
-4.530000,-0.930000
-4.280000,-0.980000
-4.030000,-1.030000
-3.830000,-1.030000
-3.580000,-1.080000
-3.330000,-1.130000
-3.130000,-1.180000
-2.880000,-1.230000
-2.630000,-1.230000
-2.430000,-1.280000
-2.180000,-1.280000
-1.930000,-1.330000
-1.680000,-1.380000
-1.430000,-1.380000
-1.230000,-1.430000
-0.980000,-1.430000
-0.730000,-1.480000
-0.530000,-1.480000
-0.280000,-1.530000
-0.030000,-1.580000
0.220000,-1.630000
0.470000,-1.630000
0.670000,-1.680000
0.920000,-1.730000
1.170000,-1.730000
1.370000,-1.780000
1.620000,-1.830000
1.870000,-1.830000
2.120000,-1.880000
2.320000,-1.880000
2.570000,-1.930000
2.820000,-1.980000
3.070000,-1.980000
3.270000,-2.030000
3.520000,-2.080000
3.770000,-2.080000
3.970000,-2.130000
4.220000,-2.180000
4.470000,-2.230000
4.670000,-2.230000
4.920000,-2.280000
5.170000,-2.330000
5.370000,-2.380000
5.620000,-2.380000
5.870000,-2.430000
6.120000,-2.480000
6.320000,-2.530000
6.570000,-2.530000
6.820000,-2.580000
7.020000,-2.630000
7.270000,-2.680000
7.470000,-2.680000
7.720000,-2.730000
7.970000,-2.780000
8.220000,-2.830000
8.470000,-2.830000
8.670000,-2.880000
8.920000,-2.930000
9.120000,-2.980000
9.370000,-3.030000
9.620000,-3.080000
9.820000,-3.130000
9.920000,-2.930000
9.970000,-2.680000
10.020000,-2.480000
10.020000,-2.230000
10.070000,-1.980000
10.120000,-1.730000
10.120000,-1.480000
10.170000,-1.280000
10.220000,-1.030000
10.220000,-0.830000
10.270000,-0.580000
10.320000,-0.330000
10.370000,-0.130000
10.420000,0.120000
10.470000,0.370000
10.520000,0.570000
10.570000,0.820000
10.570000,1.070000
10.620000,1.270000
10.620000,1.520000
10.670000,1.770000
10.720000,2.020000
10.770000,2.220000
10.770000,2.470000
10.820000,2.720000
10.870000,2.920000
10.870000,3.170000
10.720000,3.320000
10.470000,3.320000
10.270000,3.370000
10.020000,3.420000
9.770000,3.470000
9.570000,3.520000
9.320000,3.570000
9.070000,3.570000
8.870000,3.620000
8.620000,3.620000
8.370000,3.670000
8.120000,3.670000
7.870000,3.720000
7.620000,3.720000
7.420000,3.770000
7.170000,3.770000
6.920000,3.820000
6.670000,3.870000
6.470000,3.870000
6.220000,3.920000
5.970000,3.970000
5.770000,3.970000
5.520000,4.020000
5.270000,4.020000
5.020000,4.070000
4.770000,4.070000
4.570000,4.120000
4.320000,4.170000
4.070000,4.170000
3.870000,4.220000
3.620000,4.270000
3.370000,4.320000
3.170000,4.370000
3.120000,4.220000
3.070000,3.970000
3.070000,3.720000
3.020000,3.520000
3.020000,3.270000
3.020000,3.020000
2.970000,2.770000
2.870000,2.520000
2.720000,2.370000
2.470000,2.320000
2.270000,2.370000
2.020000,2.420000
1.870000,2.620000
1.820000,2.820000
1.870000,3.070000
1.920000,3.320000
1.920000,3.520000
1.970000,3.770000
2.020000,4.020000
2.020000,4.270000
2.070000,4.470000
1.820000,4.520000
1.570000,4.520000
1.370000,4.570000
1.120000,4.620000
0.870000,4.670000
0.620000,4.670000
0.420000,4.720000
0.170000,4.770000
-0.080000,4.820000
-0.280000,4.820000
-0.530000,4.870000
-0.780000,4.920000
-1.030000,4.920000
-1.230000,4.970000
-1.480000,5.020000
-1.730000,5.020000
-1.930000,5.070000
-2.180000,5.120000
-2.430000,5.120000
-2.680000,5.170000
-2.880000,5.220000
-3.130000,5.270000
-3.380000,5.270000
-3.580000,5.320000
-3.830000,5.370000
-4.030000,5.420000
-4.280000,5.470000
-4.530000,5.520000
-4.780000,5.520000
-4.980000,5.570000
