8.447000000000000952e+00,2.092999999999999972e+01
8.347000000000001307e+00,2.087999999999999901e+01
8.197000000000000952e+00,2.092999999999999972e+01
8.097000000000001307e+00,2.087999999999999901e+01
7.996999999999999886e+00,2.073000000000000043e+01
7.897000000000000242e+00,2.058000000000000185e+01
7.746999999999999886e+00,2.058000000000000185e+01
7.597000000000000419e+00,2.053000000000000114e+01
7.447000000000000064e+00,2.062999999999999901e+01
7.447000000000000064e+00,2.073000000000000043e+01
7.597000000000000419e+00,2.067999999999999972e+01
7.697000000000000064e+00,2.067999999999999972e+01
7.547000000000000597e+00,2.073000000000000043e+01
7.496999999999999886e+00,2.083000000000000185e+01
7.597000000000000419e+00,2.083000000000000185e+01
7.746999999999999886e+00,2.073000000000000043e+01
7.697000000000000064e+00,2.083000000000000185e+01
7.847000000000000419e+00,2.083000000000000185e+01
7.697000000000000064e+00,2.087999999999999901e+01
7.647000000000000242e+00,2.092999999999999972e+01
7.496999999999999886e+00,2.092999999999999972e+01
7.347000000000000419e+00,2.083000000000000185e+01
7.197000000000000064e+00,2.083000000000000185e+01
7.047000000000000597e+00,2.087999999999999901e+01
6.947000000000000064e+00,2.103000000000000114e+01
7.047000000000000597e+00,2.108000000000000185e+01
7.197000000000000064e+00,2.108000000000000185e+01
7.297000000000000597e+00,2.103000000000000114e+01
7.447000000000000064e+00,2.098000000000000043e+01
7.496999999999999886e+00,2.103000000000000114e+01
7.597000000000000419e+00,2.103000000000000114e+01
7.746999999999999886e+00,2.098000000000000043e+01
7.897000000000000242e+00,2.092999999999999972e+01
7.897000000000000242e+00,2.103000000000000114e+01
7.797000000000000597e+00,2.108000000000000185e+01
7.647000000000000242e+00,2.108000000000000185e+01
7.496999999999999886e+00,2.117999999999999972e+01
7.397000000000000242e+00,2.103000000000000114e+01
7.246999999999999886e+00,2.112999999999999901e+01
7.097000000000000419e+00,2.112999999999999901e+01
7.047000000000000597e+00,2.123000000000000043e+01
7.097000000000000419e+00,2.133000000000000185e+01
7.147000000000000242e+00,2.128000000000000114e+01
7.297000000000000597e+00,2.112999999999999901e+01
7.397000000000000242e+00,2.123000000000000043e+01
7.246999999999999886e+00,2.128000000000000114e+01
7.197000000000000064e+00,2.137999999999999901e+01
7.147000000000000242e+00,2.153000000000000114e+01
7.297000000000000597e+00,2.148000000000000043e+01
7.347000000000000419e+00,2.133000000000000185e+01
7.447000000000000064e+00,2.123000000000000043e+01
7.597000000000000419e+00,2.123000000000000043e+01
7.697000000000000064e+00,2.112999999999999901e+01
7.797000000000000597e+00,2.117999999999999972e+01
7.897000000000000242e+00,2.108000000000000185e+01
7.996999999999999886e+00,2.123000000000000043e+01
7.996999999999999886e+00,2.108000000000000185e+01
8.097000000000001307e+00,2.098000000000000043e+01
8.147000000000000242e+00,2.103000000000000114e+01
8.297000000000000597e+00,2.098000000000000043e+01
