x,y
4.244681350493686445e+00,1.799342579194150815e+01
4.282426746813445817e+00,1.797308729960047202e+01
4.320973243047657952e+00,1.795369559188210218e+01
4.360293572317878841e+00,1.793524564139308808e+01
4.400359060449522630e+00,1.791772932946831531e+01
4.441139877585025708e+00,1.790113553282185066e+01
4.482605289793250236e+00,1.788545024242004189e+01
4.524723906968684872e+00,1.787065671225245111e+01
4.567463923605936671e+00,1.785673563511983986e+01
4.610793349388798923e+00,1.784366534231782353e+01
4.654680226934909015e+00,1.783142202292280132e+01
4.699092834471925606e+00,1.781997995901535603e+01
4.743999871674399849e+00,1.780931177265669874e+01
4.789370627348144005e+00,1.779938868037334743e+01
4.835175128097422892e+00,1.779018075095099505e+01
4.881384267538290800e+00,1.778165716248352979e+01
4.927969916018779095e+00,1.777378645485912045e+01
4.974905011165350111e+00,1.776653677417975530e+01
5.022163619920267941e+00,1.775987610655706206e+01
5.069721015463267477e+00,1.775377249579726779e+01
5.117553701645209507e+00,1.774819424785400912e+01
5.165639435762319209e+00,1.774311011617048450e+01
5.213898167783573179e+00,1.773848946886253231e+01
5.262376972470859116e+00,1.773430243328922273e+01
5.310997481514125873e+00,1.773052002290436491e+01
5.359749397878708521e+00,1.772711424321454743e+01
5.408622857962178898e+00,1.772405817804867922e+01
5.457608446089249554e+00,1.772132605692710428e+01
5.506697205018713959e+00,1.771889330459104883e+01
5.555880642607610831e+00,1.771673657397044721e+01
5.605150734815666169e+00,1.771483376402973065e+01
5.650000000000000355e+00,1.769999999999999929e+01
5.700000000000000178e+00,1.769999999999999929e+01
5.750000000000000000e+00,1.769999999999999929e+01
5.800000000000000711e+00,1.769999999999999929e+01
5.850000000000000533e+00,1.769999999999999929e+01
5.900000000000000355e+00,1.769999999999999929e+01
5.950000000000000178e+00,1.769999999999999929e+01
6.000000000000000000e+00,1.769999999999999929e+01
6.050000000000000711e+00,1.769999999999999929e+01
6.100000000000000533e+00,1.769999999999999929e+01
6.150000000000000355e+00,1.769999999999999929e+01
6.200000000000000178e+00,1.769999999999999929e+01
6.250000000000000000e+00,1.769999999999999929e+01
6.300000000000000711e+00,1.769999999999999929e+01
6.350000000000000533e+00,1.769999999999999929e+01
6.400000000000000355e+00,1.769999999999999929e+01
6.450000000000000178e+00,1.769999999999999929e+01
6.500000000000000000e+00,1.769999999999999929e+01
6.550000000000000711e+00,1.769999999999999929e+01
6.600000000000000533e+00,1.769999999999999929e+01
6.650000000000000355e+00,1.769999999999999929e+01
6.700000000000000178e+00,1.769999999999999929e+01
6.750000000000000000e+00,1.769999999999999929e+01
6.800000000000000711e+00,1.769999999999999929e+01
6.850000000000000533e+00,1.769999999999999929e+01
6.900000000000000355e+00,1.769999999999999929e+01
6.950000000000000178e+00,1.769999999999999929e+01
7.000000000000000000e+00,1.769999999999999929e+01
7.050000000000000711e+00,1.769999999999999929e+01
7.100000000000000533e+00,1.769999999999999929e+01
7.150000000000000355e+00,1.769999999999999929e+01
7.200000000000000178e+00,1.769999999999999929e+01
7.250000000000000000e+00,1.769999999999999929e+01
7.300000000000000711e+00,1.769999999999999929e+01
7.350000000000000533e+00,1.769999999999999929e+01
7.400000000000000355e+00,1.769999999999999929e+01
