timestamp,datetime,session_id,x,y,z,yaw,cov_xx,cov_xy,cov_xz,cov_x_roll,cov_x_pitch,cov_x_yaw,cov_yy,cov_yz,cov_y_roll,cov_y_pitch,cov_y_yaw,cov_zz,cov_z_roll,cov_z_pitch,cov_z_yaw,cov_roll_roll,cov_roll_pitch,cov_roll_yaw,cov_pitch_pitch,cov_pitch_yaw,cov_yaw_yaw,uncertainty_x,uncertainty_y,uncertainty_yaw,uncertainty_total
1758353332.8289716,2025-09-20T16:28:52.828972,20250920_162843,-0.724264349533664,1.2372089310443872,0.0,-1.640311857351728,0.24850104904980722,0.009541585863237476,0.0,0.0,0.0,0.0,0.24067993742306654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07010792045955268,0.4984987954346602,0.49059141596960965,0.2647790030564219,0.6994147456787523
1758353332.872528,2025-09-20T16:28:52.872528,20250920_162843,-0.7305005873220788,1.2224437007900204,0.0,-1.667334239726784,0.23947425115853224,0.007680038190703794,0.0,0.0,0.0,0.0,0.22853935827245445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07376902351684796,0.48936106420365344,0.47805790263571046,0.27160453515515526,0.684115201870991
1758353332.905601,2025-09-20T16:28:52.905601,20250920_162843,-0.717909766958613,1.2426368466418574,0.0,-1.6915294888095342,0.23629483537780566,0.017991110885505243,0.0,0.0,0.0,0.0,0.23220069473307384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07655010524735827,0.48610167185251035,0.48187207299559687,0.27667689684424007,0.6844673331218076
1758353332.9292548,2025-09-20T16:28:52.929255,20250920_162843,-0.7040551546842053,1.2758994305136775,0.0,-1.7291396834673263,0.21989226289258848,0.004313526414206674,0.0,0.0,0.0,0.0,0.20789104261327643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07739326551780094,0.46892671377581857,0.455950701955021,0.2781964513033927,0.6540514547846101
1758353332.953095,2025-09-20T16:28:52.953095,20250920_162843,-0.6665814211283082,1.2917107793648719,0.0,-1.7724655592477758,0.19821082827568448,0.014495364089762547,0.0,0.0,0.0,0.0,0.1968077689766957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07566014690118109,0.44520874685442163,0.4436302164829349,0.2750638960335963,0.6285050495042822
1758353332.9729378,2025-09-20T16:28:52.972938,20250920_162843,-0.6212579217211496,1.3229647303879082,0.0,-1.8383455037981826,0.16898310868415709,0.005157253015977682,0.0,0.0,0.0,0.0,0.15907697628978093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06852850207586236,0.41107555106592886,0.39884455153578435,0.2617794913201994,0.5727652965866019
1758353332.991943,2025-09-20T16:28:52.991943,20250920_162843,-0.5693411792696342,1.3669185605947582,0.0,-1.902663625085837,0.12648208298358024,0.009208942440699886,0.0,0.0,0.0,0.0,0.11353407689796609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060819029287065625,0.35564319617220325,0.3369481813246157,0.24661514407486337,0.4899144413890515
1758353333.002887,2025-09-20T16:28:53.002887,20250920_162843,-0.5361269958640077,1.4089372947678425,0.0,-1.9721470475782532,0.08025294983987799,0.007201686201462035,0.0,0.0,0.0,0.0,0.06786060329919667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03426116974777435,0.2832895159371027,0.2605006781165774,0.18509773026100118,0.38485523660082194
1758353333.6721044,2025-09-20T16:28:53.672104,20250920_162843,-0.5136157247795539,1.4287081731850337,0.0,-1.9986311288496796,0.05590164345116731,0.007052486209279385,0.0,0.0,0.0,0.0,0.04227841477717803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022048203467084054,0.23643528385409676,0.2056171558435191,0.1484863746849658,0.31333697232906516
1758353333.6908512,2025-09-20T16:28:53.690851,20250920_162843,-0.47818817764442173,1.4527437840470954,0.0,-2.031645263680076,0.02962329703986193,0.003779326940535956,0.0,0.0,0.0,0.0,0.02607205793036472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013390736422676165,0.17211419767079628,0.16146844252164172,0.11571834955043286,0.2359986334075404
1758353333.7162502,2025-09-20T16:28:53.716250,20250920_162843,-0.4746703654355105,1.455333233203238,0.0,-2.0347432612635,0.02012424551936508,0.0014245325062211532,0.0,0.0,0.0,0.0,0.020238431409797225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008028989054515162,0.14185995037136126,0.14226184101788233,0.08960462630085102,0.2009046463603127
1758353333.7502615,2025-09-20T16:28:53.750262,20250920_162843,-0.4654210127430647,1.4519740036650723,0.0,-2.0399936366253537,0.012222333809214466,0.0031122611673488074,0.0,0.0,0.0,0.0,0.016916124407120346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008580666174350736,0.11055466434852247,0.130062002164815,0.09263188530063898,0.17069990690195122
1758353333.7696548,2025-09-20T16:28:53.769655,20250920_162843,-0.4678062835128446,1.4463769172205407,0.0,-2.039859871188035,0.006739821453220156,0.0010898530775347156,0.0,0.0,0.0,0.0,0.006981698488389078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004822598663286929,0.08209641559300963,0.08355655861982994,0.02196041589607749,0.11713889166971503
1758353333.7908964,2025-09-20T16:28:53.790896,20250920_162843,-0.45956595224608515,1.4425441770856577,0.0,-2.0400094511105644,0.005856150207472443,0.0010794680431321796,0.0,0.0,0.0,0.0,0.00644359032899398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002402636045772188,0.07652548730633764,0.08027197723361484,0.015500438851117048,0.1109041953059776
1758353333.8253353,2025-09-20T16:28:53.825335,20250920_162843,-0.45930070499389425,1.4443679690235165,0.0,-2.0391254352932187,0.0048152194477065315,0.001009694688576806,0.0,0.0,0.0,0.0,0.005946438654120065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015765989290480575,0.06939178227792202,0.07711315487074864,0.012556269067872262,0.10373841189177033
1758353333.8519354,2025-09-20T16:28:53.851935,20250920_162843,-0.4572071312268731,1.446581757357533,0.0,-2.0377138250243516,0.0035144980756508454,-2.4209764140128677e-05,0.0,0.0,0.0,0.0,0.0029682796308200545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.759521479005231e-05,0.05928320230597235,0.05448192021964768,0.008808814607542396,0.08051569850948881
1758353333.877002,2025-09-20T16:28:53.877002,20250920_162843,-0.4527107556989343,1.4493091108647227,0.0,-2.0368123991486224,0.002268849575273728,-0.00019537372854876788,0.0,0.0,0.0,0.0,0.0011740284290395835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114326369473853e-05,0.04763244246596775,0.03426409825224624,0.0064143014970251076,0.0586760428481106
1758353333.8831692,2025-09-20T16:28:53.883169,20250920_162843,-0.4522047564707871,1.4450194181230456,0.0,-2.0340968166284097,0.0022030353674240177,-3.7256614835991605e-05,0.0,0.0,0.0,0.0,0.0010222300060257596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8834886240599754e-05,0.046936503570504884,0.031972331882828935,0.00623176429597588,0.05679141989288327
1758353333.9073193,2025-09-20T16:28:53.907319,20250920_162843,-0.45502308938905445,1.44170765711947,0.0,-2.0322878925286103,0.002006759524627391,-0.00043043011462547815,0.0,0.0,0.0,0.0,0.0008234240624717531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.725915166801403e-05,0.044796869585132744,0.02869536656799758,0.006874529196098743,0.05319946980092136
1758353333.9591098,2025-09-20T16:28:53.959110,20250920_162843,-0.45514809619958885,1.4389585601563335,0.0,-2.028164400205912,0.001810737887795755,-0.0002934145163706235,0.0,0.0,0.0,0.0,0.000709236892062178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.559316455182571e-05,0.04255276592415298,0.026631501873949543,0.007456082386335716,0.05019935039278828
1758353333.9646156,2025-09-20T16:28:53.964616,20250920_162843,-0.45073224502641973,1.4378868217428062,0.0,-2.0261338100077406,0.0018133242038769171,-0.0004976341097947867,0.0,0.0,0.0,0.0,0.0008414130356670666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.976830515206905e-05,0.042583144598267016,0.029007120430457528,0.008352742373141233,0.05152414229799448
1758353333.9930978,2025-09-20T16:28:53.993098,20250920_162843,-0.4498706650722155,1.436542627561493,0.0,-2.0242043031259302,0.0017283419861834261,-0.0005153548725125495,0.0,0.0,0.0,0.0,0.0008137469412208177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142000628376439e-05,0.041573332632631535,0.02852625003783038,0.008451035811293453,0.05041913255307199
1758353334.0122466,2025-09-20T16:28:54.012247,20250920_162843,-0.450069600608607,1.435713275547298,0.0,-2.02338570336777,0.0013943979097775575,-0.00024589977277084243,0.0,0.0,0.0,0.0,0.0005979364260842961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.892407546084901e-05,0.03734163774900021,0.02445273862135479,0.007676201890313269,0.04463557253874821
1758353334.0670285,2025-09-20T16:28:54.067029,20250920_162843,-0.447433674882084,1.4332707190348284,0.0,-2.0221322128799235,0.0012151981182253922,-0.00019307761837305436,0.0,0.0,0.0,0.0,0.0005053828957929577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62549452269137e-05,0.03485969188368412,0.022480722759576875,0.007500329674548559,0.041479886861204796
1758353334.090125,2025-09-20T16:28:54.090125,20250920_162843,-0.4486698841036738,1.429262039104727,0.0,-2.021089080802572,0.001182278097764613,-1.2753872139124523e-05,0.0,0.0,0.0,0.0,0.000344930162386449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.970721352513213e-05,0.03438427108089705,0.018572295560496794,0.007050334284637298,0.039079512025498246
1758353334.1093588,2025-09-20T16:28:54.109359,20250920_162843,-0.4490268040821439,1.4274418674013847,0.0,-2.019812837575809,0.0011614996263665707,3.706799442094486e-05,0.0,0.0,0.0,0.0,0.000288489050137266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0241065128613246e-05,0.03408078089431888,0.01698496541466205,0.007088093194125854,0.038078716844240384
